incident_id,timestamp,attack_type,severity,source_ip,destination_ip,country,mitre_technique,status
INC01092,2024-09-06 19:57:00,Malware,4,207.58.154.203,10.0.30.220,Japan,T1566,Open
INC01093,2024-03-19 23:52:00,Brute Force,7,49.94.150.159,10.0.68.192,Canada,T1204,Investigating
INC01094,2024-08-18 18:11:00,Ransomware,6,4.159.107.140,10.0.223.218,France,T1204,Investigating
INC01095,2024-02-09 09:14:00,Ransomware,4,71.210.217.34,10.0.58.54,Brazil,T1081,Investigating
INC01096,2024-11-08 05:35:00,DDoS,10,228.184.138.57,10.0.202.188,USA,T1204,Investigating
INC01097,2024-01-24 12:23:00,Ransomware,1,76.89.140.195,10.0.165.130,France,T1055,Resolved
INC01098,2024-07-26 19:43:00,Ransomware,3,254.185.1.164,10.0.32.195,Brazil,T1566,Investigating
INC01099,2024-02-11 11:23:00,Insider Threat,5,79.62.252.116,10.0.224.194,China,T1110,Open
INC01100,2024-07-25 13:08:00,Brute Force,4,31.13.26.43,10.0.57.86,Canada,T1110,Investigating
INC01101,2024-11-20 00:51:00,Insider Threat,9,138.158.252.26,10.0.39.43,USA,T1081,Resolved
INC01102,2024-08-13 23:20:00,Insider Threat,7,163.204.187.141,10.0.182.146,India,T1204,Resolved
INC01103,2024-03-23 18:42:00,Ransomware,6,161.112.206.201,10.0.211.139,UK,T1081,Open
INC01104,2024-05-05 04:09:00,Insider Threat,3,90.99.178.18,10.0.55.254,USA,T1204,Open
INC01105,2024-04-14 15:39:00,Brute Force,1,241.185.47.34,10.0.201.128,Japan,T1499,Open
INC01106,2024-07-06 03:07:00,Malware,10,252.169.194.47,10.0.250.161,Brazil,T1081,Open
INC01107,2024-10-20 12:48:00,Insider Threat,5,16.124.51.14,10.0.121.162,Russia,T1499,Investigating
INC01108,2024-05-26 18:37:00,DDoS,2,22.19.209.26,10.0.4.174,UK,T1110,Open
INC01109,2024-11-16 00:36:00,DDoS,2,164.138.45.214,10.0.61.203,Germany,T1059,Investigating
INC01110,2024-11-15 19:55:00,Brute Force,4,129.130.239.116,10.0.11.42,Canada,T1204,Resolved
INC01111,2024-09-27 02:52:00,Ransomware,5,6.45.209.180,10.0.10.201,Japan,T1059,Investigating
INC01112,2024-03-05 17:28:00,Insider Threat,7,196.163.51.198,10.0.125.88,Russia,T1110,Resolved
INC01113,2024-02-21 05:25:00,Brute Force,4,255.187.149.35,10.0.99.84,Brazil,T1081,Investigating
INC01114,2024-11-25 22:51:00,Brute Force,4,92.39.5.158,10.0.136.122,France,T1204,Investigating
INC01115,2024-05-18 05:37:00,Brute Force,7,23.240.148.245,10.0.94.160,Germany,T1059,Investigating
INC01116,2024-02-16 14:17:00,Brute Force,5,212.39.248.40,10.0.34.109,Brazil,T1059,Investigating
INC01117,2024-04-12 06:56:00,Phishing,9,87.241.142.104,10.0.233.127,Japan,T1110,Investigating
INC01118,2024-10-15 16:43:00,Ransomware,1,100.186.5.24,10.0.120.217,Russia,T1110,Investigating
INC01119,2024-12-08 16:27:00,Insider Threat,7,46.162.253.99,10.0.87.96,Germany,T1204,Open
INC01120,2024-05-29 07:01:00,Phishing,5,207.51.58.239,10.0.23.61,UK,T1110,Investigating
INC01121,2024-08-08 01:21:00,Brute Force,6,45.26.237.98,10.0.179.204,France,T1081,Resolved
INC01122,2024-05-24 00:28:00,Malware,9,233.236.222.129,10.0.186.97,UK,T1081,Open
INC01123,2024-06-19 13:26:00,Ransomware,9,184.214.194.173,10.0.101.14,India,T1204,Open
INC01124,2024-12-22 03:37:00,Ransomware,9,196.205.240.249,10.0.113.154,China,T1566,Investigating
INC01125,2024-09-11 17:01:00,DDoS,8,118.62.255.47,10.0.156.93,Russia,T1499,Resolved
INC01126,2024-07-02 10:02:00,Phishing,3,184.164.32.232,10.0.183.58,China,T1059,Open
INC01127,2024-08-17 10:24:00,Ransomware,5,92.73.172.216,10.0.199.187,Germany,T1499,Open
INC01128,2024-08-15 22:47:00,Phishing,5,152.165.129.248,10.0.80.126,Canada,T1499,Open
INC01129,2024-05-28 06:21:00,Phishing,3,84.131.195.196,10.0.43.88,Russia,T1204,Resolved
INC01130,2024-07-03 23:30:00,Phishing,8,142.33.142.67,10.0.75.132,USA,T1081,Resolved
INC01131,2024-08-18 18:12:00,Malware,8,60.132.131.157,10.0.95.96,Brazil,T1204,Resolved
INC01132,2024-02-17 07:58:00,Ransomware,10,154.15.145.235,10.0.84.205,Russia,T1566,Open
INC01133,2024-11-19 21:31:00,Insider Threat,6,62.205.203.200,10.0.142.6,India,T1204,Open
INC01134,2024-08-12 09:58:00,Brute Force,7,88.170.146.134,10.0.10.88,China,T1110,Resolved
INC01135,2024-07-22 05:12:00,Malware,2,83.61.242.54,10.0.107.208,India,T1566,Open
INC01136,2024-12-18 14:16:00,DDoS,1,235.10.146.190,10.0.10.39,France,T1059,Investigating
INC01137,2024-11-21 22:18:00,Ransomware,6,116.238.27.235,10.0.154.147,China,T1059,Resolved
INC01138,2024-01-24 23:38:00,DDoS,9,62.219.126.174,10.0.37.209,UK,T1081,Investigating
INC01139,2024-10-10 06:48:00,Insider Threat,4,215.28.61.207,10.0.45.115,Russia,T1059,Investigating
INC01140,2024-09-17 07:23:00,Insider Threat,1,79.178.132.182,10.0.20.213,China,T1499,Open
INC01141,2024-05-25 18:56:00,DDoS,8,185.108.52.14,10.0.43.72,Canada,T1081,Resolved
INC01142,2024-07-15 06:38:00,Malware,4,210.127.151.185,10.0.28.175,China,T1566,Open
INC01143,2024-01-11 18:14:00,Insider Threat,7,215.75.25.86,10.0.14.238,Japan,T1204,Resolved
INC01144,2024-02-08 06:53:00,Ransomware,6,155.110.28.157,10.0.182.91,France,T1204,Resolved
INC01145,2024-11-03 08:12:00,Insider Threat,1,54.251.229.108,10.0.166.197,Japan,T1204,Resolved
INC01146,2024-05-17 17:04:00,Insider Threat,2,143.248.101.101,10.0.6.121,Brazil,T1055,Open
INC01147,2024-04-11 20:50:00,Phishing,6,161.140.105.151,10.0.113.80,Japan,T1055,Resolved
INC01148,2024-07-05 19:34:00,Malware,1,174.94.250.10,10.0.40.198,Japan,T1499,Resolved
INC01149,2024-04-05 10:20:00,DDoS,10,18.180.143.155,10.0.67.56,Brazil,T1081,Open
INC01150,2024-11-06 03:39:00,Brute Force,6,33.49.170.152,10.0.92.91,Russia,T1081,Open
INC01151,2024-08-01 19:55:00,Malware,1,93.253.248.226,10.0.37.2,France,T1059,Investigating
INC01152,2024-05-31 04:11:00,Ransomware,8,176.179.5.26,10.0.194.233,USA,T1499,Open
INC01153,2024-02-07 20:42:00,Insider Threat,10,182.128.135.78,10.0.132.240,Brazil,T1204,Investigating
INC01154,2024-09-04 02:17:00,Brute Force,3,7.172.239.255,10.0.218.8,Brazil,T1499,Investigating
INC01155,2024-05-08 16:15:00,Ransomware,7,130.169.5.214,10.0.14.250,Canada,T1081,Open
INC01156,2024-03-07 03:41:00,Ransomware,2,26.79.119.213,10.0.34.145,China,T1081,Resolved
INC01157,2024-10-29 13:58:00,Insider Threat,1,62.152.209.205,10.0.174.110,USA,T1055,Investigating
INC01158,2024-07-31 21:35:00,DDoS,1,153.142.89.74,10.0.148.170,USA,T1055,Resolved
INC01159,2024-04-21 23:02:00,Brute Force,7,223.135.216.23,10.0.14.193,India,T1055,Resolved
INC01160,2024-01-25 13:46:00,Insider Threat,5,164.193.247.204,10.0.134.123,UK,T1566,Resolved
INC01161,2024-01-13 17:14:00,Malware,1,89.229.175.51,10.0.173.76,Russia,T1204,Investigating
INC01162,2024-09-26 02:03:00,Brute Force,9,60.192.111.146,10.0.14.40,France,T1110,Investigating
INC01163,2024-05-25 10:29:00,Brute Force,3,201.156.181.215,10.0.188.140,Germany,T1055,Resolved
INC01164,2024-09-26 11:18:00,Ransomware,10,203.211.248.232,10.0.107.241,UK,T1499,Resolved
INC01165,2024-02-07 07:21:00,Ransomware,9,235.65.244.255,10.0.36.160,USA,T1059,Resolved
INC01166,2024-03-28 21:36:00,Brute Force,8,161.60.135.151,10.0.71.68,Canada,T1055,Resolved
INC01167,2024-12-04 02:18:00,Ransomware,1,105.169.202.105,10.0.245.14,Japan,T1110,Investigating
INC01168,2024-12-05 14:24:00,Phishing,2,26.39.173.241,10.0.163.65,India,T1499,Open
INC01169,2024-02-25 21:03:00,Phishing,4,142.169.178.162,10.0.241.200,India,T1499,Investigating
INC01170,2024-01-07 21:06:00,Malware,7,77.129.246.145,10.0.94.129,USA,T1081,Open
INC01171,2024-06-04 22:39:00,Phishing,9,225.237.83.23,10.0.158.212,Japan,T1055,Resolved
INC01172,2024-07-04 00:50:00,Brute Force,10,193.108.72.84,10.0.115.141,France,T1566,Investigating
INC01173,2024-04-14 06:21:00,DDoS,4,234.252.187.60,10.0.178.16,UK,T1566,Open
INC01174,2024-07-02 10:31:00,Ransomware,1,12.63.19.228,10.0.99.88,Canada,T1055,Resolved
INC01175,2024-07-08 07:59:00,Phishing,1,202.122.247.212,10.0.142.107,Canada,T1566,Investigating
INC01176,2024-08-21 11:18:00,DDoS,2,143.233.65.235,10.0.192.215,India,T1059,Investigating
INC01177,2024-06-22 18:00:00,Insider Threat,9,35.214.18.242,10.0.152.70,Russia,T1204,Investigating
INC01178,2024-01-12 12:59:00,Ransomware,7,199.30.90.46,10.0.101.111,India,T1059,Resolved
INC01179,2024-03-29 13:24:00,Brute Force,1,236.252.68.219,10.0.40.69,Japan,T1110,Open
INC01180,2024-07-07 06:35:00,Malware,9,123.6.23.153,10.0.7.14,Japan,T1204,Resolved
INC01181,2024-05-12 09:46:00,Malware,6,104.212.185.215,10.0.6.186,Russia,T1566,Open
INC01182,2024-08-22 20:47:00,Ransomware,5,95.94.234.101,10.0.224.218,India,T1204,Open
INC01183,2024-05-13 13:27:00,Insider Threat,4,53.202.12.175,10.0.119.142,Brazil,T1059,Resolved
INC01184,2024-09-10 14:53:00,Insider Threat,6,8.17.103.221,10.0.129.240,UK,T1059,Investigating
INC01185,2024-07-30 02:43:00,Phishing,7,58.229.37.125,10.0.60.88,USA,T1055,Resolved
INC01186,2024-05-06 02:25:00,Insider Threat,5,243.76.32.149,10.0.29.136,China,T1110,Open
INC01187,2024-08-08 16:55:00,Phishing,7,25.9.65.244,10.0.23.36,Japan,T1204,Open
INC01188,2024-01-07 17:42:00,Phishing,10,247.40.165.189,10.0.31.245,Japan,T1081,Open
INC01189,2024-01-06 18:43:00,Phishing,6,250.194.189.189,10.0.206.68,USA,T1566,Resolved
INC01190,2024-04-27 18:18:00,Ransomware,3,22.16.183.54,10.0.116.236,Germany,T1499,Open
INC01191,2024-08-23 00:26:00,DDoS,4,162.48.180.110,10.0.174.248,USA,T1499,Investigating
INC01192,2024-10-18 06:53:00,Insider Threat,5,187.240.138.255,10.0.219.227,USA,T1059,Open
INC01193,2024-05-12 08:45:00,DDoS,10,125.174.90.166,10.0.65.101,Russia,T1081,Open
INC01194,2024-02-06 14:43:00,Ransomware,4,106.127.161.158,10.0.74.15,UK,T1499,Resolved
INC01195,2024-04-01 03:14:00,Phishing,10,78.41.18.168,10.0.139.216,USA,T1499,Open
INC01196,2024-07-20 20:15:00,DDoS,3,212.3.165.223,10.0.120.208,Canada,T1110,Investigating
INC01197,2024-01-02 14:58:00,Brute Force,1,124.113.5.104,10.0.49.216,UK,T1566,Investigating
INC01198,2024-10-03 05:38:00,DDoS,8,169.18.248.190,10.0.181.1,Japan,T1059,Open
INC01199,2024-05-26 10:55:00,Malware,1,240.82.44.181,10.0.102.135,France,T1081,Resolved
INC01200,2024-04-30 11:22:00,Phishing,8,24.218.97.187,10.0.34.197,France,T1059,Open
INC01201,2024-01-26 00:03:00,DDoS,3,125.116.48.108,10.0.122.128,China,T1204,Resolved
INC01202,2024-01-19 06:29:00,Brute Force,1,79.26.207.99,10.0.50.83,Germany,T1081,Resolved
INC01203,2024-12-05 00:51:00,Malware,2,100.112.160.26,10.0.92.60,India,T1499,Investigating
INC01204,2024-09-03 11:15:00,Ransomware,1,242.60.197.100,10.0.233.115,UK,T1499,Open
INC01205,2024-09-23 02:19:00,Insider Threat,6,182.0.37.173,10.0.33.110,Germany,T1110,Resolved
INC01206,2024-04-11 07:58:00,Brute Force,5,225.181.23.44,10.0.191.214,France,T1055,Investigating
INC01207,2024-10-17 08:37:00,DDoS,5,75.251.245.202,10.0.120.112,Canada,T1204,Open
INC01208,2024-01-15 06:51:00,Brute Force,9,214.204.37.145,10.0.200.65,Japan,T1081,Investigating
INC01209,2024-02-23 23:26:00,Brute Force,9,20.9.62.245,10.0.37.219,Japan,T1566,Investigating
INC01210,2024-09-08 10:39:00,DDoS,9,217.248.96.72,10.0.195.163,Germany,T1059,Resolved
INC01211,2024-11-03 09:50:00,Phishing,7,186.201.227.222,10.0.128.239,India,T1055,Open
INC01212,2024-10-06 20:53:00,DDoS,9,1.231.67.28,10.0.21.172,China,T1059,Open
INC01213,2024-07-02 10:45:00,Brute Force,4,239.209.199.111,10.0.159.8,USA,T1110,Resolved
INC01214,2024-10-01 07:22:00,DDoS,3,122.77.94.219,10.0.104.63,UK,T1059,Open
INC01215,2024-07-28 22:04:00,Phishing,4,91.197.89.53,10.0.119.29,Brazil,T1055,Investigating
INC01216,2024-01-11 03:56:00,Ransomware,9,173.175.155.9,10.0.24.143,Russia,T1110,Investigating
INC01217,2024-03-23 06:30:00,Phishing,7,171.0.89.54,10.0.155.226,Brazil,T1110,Investigating
INC01218,2024-07-20 18:10:00,Insider Threat,1,231.26.148.107,10.0.249.106,Brazil,T1059,Investigating
INC01219,2024-07-10 07:53:00,Phishing,10,30.29.229.226,10.0.48.54,Russia,T1081,Investigating
INC01220,2024-11-26 12:56:00,Ransomware,1,24.200.136.21,10.0.198.27,France,T1499,Resolved
INC01221,2024-06-13 03:52:00,Ransomware,3,243.82.98.150,10.0.172.220,Russia,T1499,Resolved
INC01222,2024-10-18 22:51:00,Malware,6,176.8.89.24,10.0.169.178,USA,T1081,Investigating
INC01223,2024-09-10 15:24:00,Ransomware,6,38.115.124.159,10.0.206.207,China,T1059,Resolved
INC01224,2024-07-23 05:28:00,Malware,8,3.67.226.27,10.0.207.151,Germany,T1499,Investigating
INC01225,2024-09-14 22:44:00,Malware,5,4.18.25.45,10.0.111.37,Japan,T1110,Open
INC01226,2024-05-31 22:33:00,Insider Threat,3,3.54.194.25,10.0.50.203,China,T1059,Resolved
INC01227,2024-02-04 04:38:00,Phishing,2,45.254.146.165,10.0.107.241,Brazil,T1566,Investigating
INC01228,2024-06-06 19:28:00,Phishing,6,102.209.207.234,10.0.173.11,USA,T1499,Investigating
INC01229,2024-03-23 07:54:00,Phishing,9,52.199.110.164,10.0.113.16,Russia,T1204,Open
INC01230,2024-09-22 18:54:00,Insider Threat,3,183.3.99.183,10.0.146.11,Brazil,T1204,Open
INC01231,2024-11-18 08:12:00,Ransomware,5,97.81.28.140,10.0.57.56,India,T1059,Resolved
INC01232,2024-06-13 18:09:00,Phishing,2,174.185.188.245,10.0.1.116,UK,T1204,Open
INC01233,2024-11-14 10:37:00,Insider Threat,6,237.210.80.226,10.0.218.217,UK,T1566,Resolved
INC01234,2024-09-27 18:06:00,DDoS,5,48.234.102.152,10.0.95.153,UK,T1204,Investigating
INC01235,2024-11-10 23:18:00,Insider Threat,5,55.47.56.174,10.0.43.74,Germany,T1499,Investigating
INC01236,2024-12-23 06:44:00,Insider Threat,4,96.198.248.185,10.0.146.52,Japan,T1081,Investigating
INC01237,2024-08-11 05:37:00,Ransomware,7,18.82.116.191,10.0.84.184,France,T1110,Resolved
INC01238,2024-06-01 23:32:00,Malware,1,63.173.220.30,10.0.127.112,USA,T1110,Resolved
INC01239,2024-07-16 10:34:00,Phishing,6,83.0.46.13,10.0.54.151,Russia,T1204,Resolved
INC01240,2024-07-18 10:54:00,Ransomware,10,211.51.45.221,10.0.205.236,France,T1081,Investigating
INC01241,2024-06-12 23:42:00,Malware,2,123.114.173.194,10.0.176.118,USA,T1499,Investigating
INC01242,2024-10-01 08:45:00,Phishing,5,195.220.16.46,10.0.5.10,Japan,T1055,Investigating
INC01243,2024-11-28 18:51:00,Ransomware,6,127.38.237.226,10.0.104.186,UK,T1055,Resolved
INC01244,2024-11-01 19:24:00,Malware,7,94.72.12.46,10.0.233.107,Russia,T1566,Open
INC01245,2024-10-28 10:15:00,Phishing,8,207.241.95.180,10.0.137.5,France,T1566,Investigating
INC01246,2024-08-26 02:28:00,Brute Force,1,28.22.34.137,10.0.133.222,Canada,T1059,Resolved
INC01247,2024-03-08 13:18:00,Insider Threat,4,188.15.29.92,10.0.229.56,France,T1566,Resolved
INC01248,2024-03-19 00:35:00,DDoS,6,122.255.248.174,10.0.134.68,India,T1059,Resolved
INC01249,2024-03-28 22:47:00,DDoS,2,225.55.12.197,10.0.178.131,France,T1055,Resolved
INC01250,2024-07-26 21:08:00,DDoS,10,249.73.69.220,10.0.19.3,India,T1204,Investigating
INC01251,2024-09-06 20:41:00,Ransomware,1,236.61.8.79,10.0.148.51,UK,T1081,Investigating
INC01252,2024-08-04 22:18:00,Ransomware,4,122.198.237.106,10.0.241.225,Germany,T1055,Investigating
INC01253,2024-10-26 12:37:00,Ransomware,9,150.113.254.114,10.0.143.184,UK,T1055,Investigating
INC01254,2024-06-07 21:02:00,Malware,5,54.46.87.206,10.0.198.147,India,T1081,Open
INC01255,2024-01-13 03:51:00,Phishing,4,42.239.109.87,10.0.162.200,Japan,T1566,Investigating
INC01256,2024-03-26 07:21:00,Malware,10,174.173.52.42,10.0.153.141,Russia,T1204,Investigating
INC01257,2024-10-16 16:36:00,Brute Force,6,92.244.33.88,10.0.137.70,Canada,T1566,Investigating
INC01258,2024-12-27 04:12:00,Phishing,8,237.173.20.254,10.0.26.37,Japan,T1059,Investigating
INC01259,2024-12-28 09:56:00,Phishing,6,179.33.126.106,10.0.212.117,UK,T1110,Investigating
INC01260,2024-04-13 02:38:00,Brute Force,4,57.252.6.18,10.0.92.217,Germany,T1499,Open
INC01261,2024-09-24 03:40:00,Ransomware,4,135.198.230.9,10.0.196.183,Russia,T1055,Open
INC01262,2024-09-04 00:08:00,Malware,10,138.164.176.3,10.0.179.227,Germany,T1204,Resolved
INC01263,2024-08-24 17:20:00,Insider Threat,10,30.182.129.181,10.0.10.25,Brazil,T1566,Investigating
INC01264,2024-06-07 11:25:00,DDoS,5,210.39.128.37,10.0.126.180,Canada,T1081,Open
INC01265,2024-05-13 00:42:00,Malware,8,253.160.254.5,10.0.93.145,UK,T1499,Open
INC01266,2024-06-30 13:33:00,Malware,3,203.79.38.197,10.0.47.75,UK,T1059,Resolved
INC01267,2024-10-19 11:46:00,Phishing,8,46.228.180.62,10.0.94.157,Brazil,T1110,Investigating
INC01268,2024-06-17 10:00:00,Ransomware,8,47.13.136.208,10.0.252.109,Japan,T1110,Open
INC01269,2024-03-18 12:28:00,Phishing,6,136.108.186.234,10.0.119.219,Canada,T1204,Resolved
INC01270,2024-07-01 05:08:00,Phishing,2,232.33.109.94,10.0.242.195,India,T1566,Open
INC01271,2024-02-02 12:29:00,Malware,5,69.182.189.158,10.0.16.152,Russia,T1055,Resolved
INC01272,2024-12-16 22:11:00,Malware,8,83.127.88.248,10.0.109.129,USA,T1110,Investigating
INC01273,2024-05-20 19:34:00,Phishing,7,221.220.74.52,10.0.41.195,China,T1081,Investigating
INC01274,2024-07-31 17:52:00,DDoS,5,6.251.80.24,10.0.153.130,India,T1055,Resolved
INC01275,2024-06-13 04:23:00,Ransomware,1,229.148.133.246,10.0.222.36,France,T1110,Investigating
INC01276,2024-08-30 21:52:00,Phishing,5,249.166.159.248,10.0.37.219,Canada,T1081,Resolved
INC01277,2024-08-15 04:16:00,Malware,3,224.60.71.114,10.0.84.112,China,T1081,Open
INC01278,2024-10-21 16:36:00,Brute Force,3,186.115.245.198,10.0.147.201,China,T1566,Investigating
INC01279,2024-01-29 05:58:00,Insider Threat,5,94.150.161.239,10.0.57.33,Russia,T1055,Open
INC01280,2024-01-10 19:03:00,Brute Force,4,248.254.51.219,10.0.113.104,Germany,T1499,Open
INC01281,2024-08-15 23:24:00,DDoS,3,93.178.97.130,10.0.15.57,USA,T1204,Resolved
INC01282,2024-05-17 08:35:00,Insider Threat,10,73.203.216.57,10.0.135.158,France,T1081,Resolved
INC01283,2024-02-04 19:58:00,Ransomware,10,49.121.112.190,10.0.242.190,France,T1059,Resolved
INC01284,2024-06-09 10:12:00,Phishing,4,178.210.9.200,10.0.179.218,Germany,T1110,Resolved
INC01285,2024-09-08 05:15:00,Phishing,1,219.138.147.254,10.0.106.69,USA,T1204,Resolved
INC01286,2024-09-20 15:41:00,Phishing,10,64.121.16.129,10.0.143.120,Russia,T1566,Resolved
INC01287,2024-10-09 04:01:00,Brute Force,8,139.35.194.79,10.0.192.43,UK,T1566,Resolved
INC01288,2024-08-01 08:27:00,Brute Force,9,108.79.219.28,10.0.111.191,UK,T1055,Investigating
INC01289,2024-11-01 00:11:00,Phishing,7,210.45.75.76,10.0.115.64,Russia,T1055,Resolved
INC01290,2024-04-28 19:15:00,Brute Force,9,201.188.120.246,10.0.15.130,Canada,T1059,Investigating
INC01291,2024-06-23 15:43:00,Malware,6,78.224.156.122,10.0.136.69,Russia,T1566,Open
INC01292,2024-04-18 21:08:00,Malware,8,83.204.161.145,10.0.176.61,UK,T1081,Open
INC01293,2024-09-06 13:51:00,Insider Threat,5,70.40.199.90,10.0.167.192,Japan,T1499,Open
INC01294,2024-01-22 14:10:00,Phishing,8,46.232.225.230,10.0.40.132,Germany,T1566,Resolved
INC01295,2024-06-18 01:07:00,Ransomware,4,203.58.145.212,10.0.183.185,Japan,T1204,Open
INC01296,2024-01-25 13:10:00,Phishing,7,48.217.217.31,10.0.115.64,Japan,T1499,Resolved
INC01297,2024-01-12 11:29:00,Malware,7,65.198.245.211,10.0.241.102,Canada,T1059,Open
INC01298,2024-11-04 02:02:00,DDoS,3,9.173.113.120,10.0.34.5,Brazil,T1055,Resolved
INC01299,2024-04-05 08:26:00,Ransomware,5,158.151.67.219,10.0.151.103,Brazil,T1059,Resolved
INC01300,2024-12-06 06:06:00,Phishing,2,210.88.238.120,10.0.247.212,China,T1110,Resolved
INC01301,2024-09-09 11:21:00,DDoS,1,89.113.235.39,10.0.18.2,Japan,T1081,Resolved
INC01302,2024-04-04 16:22:00,Insider Threat,2,104.30.33.131,10.0.173.157,Canada,T1566,Investigating
INC01303,2024-08-29 11:43:00,Malware,2,105.145.18.199,10.0.125.145,UK,T1055,Investigating
INC01304,2024-12-15 15:27:00,Brute Force,2,248.152.175.175,10.0.8.33,Japan,T1204,Resolved
INC01305,2024-10-03 05:47:00,Malware,10,186.245.47.242,10.0.44.156,France,T1204,Investigating
INC01306,2024-02-24 01:34:00,Phishing,8,165.34.222.83,10.0.104.178,China,T1204,Resolved
INC01307,2024-08-31 21:16:00,Phishing,6,212.61.163.121,10.0.164.180,USA,T1110,Open
INC01308,2024-09-02 22:12:00,DDoS,3,194.56.247.186,10.0.92.35,Japan,T1081,Resolved
INC01309,2024-11-25 18:33:00,Phishing,10,93.158.35.96,10.0.7.83,Brazil,T1566,Open
INC01310,2024-02-06 07:13:00,DDoS,1,94.67.225.130,10.0.164.207,China,T1204,Resolved
INC01311,2024-09-27 09:07:00,Phishing,2,126.25.11.27,10.0.84.206,China,T1204,Investigating
INC01312,2024-07-11 15:53:00,Ransomware,9,172.24.221.228,10.0.152.184,UK,T1059,Open
INC01313,2024-05-13 22:16:00,Ransomware,2,218.198.104.197,10.0.248.234,France,T1059,Investigating
INC01314,2024-11-25 08:55:00,Insider Threat,2,53.29.245.84,10.0.67.212,India,T1499,Resolved
INC01315,2024-04-19 14:59:00,Ransomware,8,5.81.243.123,10.0.43.232,India,T1499,Resolved
INC01316,2024-07-12 22:10:00,DDoS,6,173.108.29.172,10.0.146.175,Russia,T1055,Resolved
INC01317,2024-07-11 20:51:00,DDoS,2,6.220.17.246,10.0.63.219,Russia,T1204,Open
INC01318,2024-03-09 20:51:00,Phishing,10,197.137.192.156,10.0.61.12,France,T1204,Investigating
INC01319,2024-07-20 06:07:00,Ransomware,7,120.222.37.75,10.0.200.231,India,T1110,Resolved
INC01320,2024-10-15 03:39:00,Ransomware,3,162.123.219.11,10.0.158.2,China,T1566,Open
INC01321,2024-12-21 21:50:00,Ransomware,4,191.202.84.234,10.0.233.160,UK,T1499,Open
INC01322,2024-09-02 02:53:00,Phishing,7,156.224.247.129,10.0.195.48,Germany,T1059,Investigating
INC01323,2024-01-11 03:08:00,Ransomware,3,225.218.111.199,10.0.189.217,Germany,T1499,Investigating
INC01324,2024-12-15 14:13:00,DDoS,9,108.225.228.212,10.0.196.51,USA,T1566,Open
INC01325,2024-05-30 08:57:00,Brute Force,7,223.116.140.24,10.0.173.86,India,T1081,Open
INC01326,2024-01-24 18:03:00,Brute Force,6,42.117.190.140,10.0.48.178,Russia,T1566,Open
INC01327,2024-02-10 13:45:00,Brute Force,4,140.53.170.212,10.0.164.9,China,T1204,Resolved
INC01328,2024-02-29 18:14:00,DDoS,6,166.158.22.210,10.0.129.195,France,T1110,Open
INC01329,2024-02-06 19:49:00,Phishing,6,74.12.122.252,10.0.50.159,France,T1055,Open
INC01330,2024-10-07 15:52:00,DDoS,9,119.150.188.1,10.0.243.103,Russia,T1081,Investigating
INC01331,2024-07-31 10:32:00,Ransomware,1,219.162.164.19,10.0.228.210,Russia,T1081,Resolved
INC01332,2024-01-06 02:15:00,Brute Force,9,180.210.160.214,10.0.177.159,China,T1204,Open
INC01333,2024-01-10 11:06:00,Phishing,8,145.65.105.13,10.0.20.65,Canada,T1566,Resolved
INC01334,2024-08-29 23:50:00,DDoS,4,177.100.51.6,10.0.228.154,China,T1059,Resolved
INC01335,2024-07-18 21:21:00,Ransomware,10,5.75.182.58,10.0.106.99,France,T1059,Resolved
INC01336,2024-06-16 22:36:00,Insider Threat,1,155.222.208.156,10.0.8.54,Russia,T1110,Investigating
INC01337,2024-04-28 07:56:00,DDoS,4,71.199.63.92,10.0.160.8,France,T1204,Resolved
INC01338,2024-03-27 02:30:00,Brute Force,7,222.2.115.43,10.0.174.225,Canada,T1081,Investigating
INC01339,2024-09-17 14:03:00,Phishing,3,101.172.204.150,10.0.62.44,Canada,T1110,Open
INC01340,2024-08-26 21:44:00,DDoS,9,68.195.13.108,10.0.61.35,Japan,T1081,Investigating
INC01341,2024-07-21 16:41:00,Malware,10,210.98.18.19,10.0.179.146,UK,T1204,Open
INC01342,2024-12-26 01:11:00,Phishing,7,182.191.34.104,10.0.67.205,Canada,T1566,Investigating
INC01343,2024-02-15 09:15:00,DDoS,8,14.86.213.99,10.0.214.27,Russia,T1499,Investigating
INC01344,2024-03-28 12:48:00,Insider Threat,4,110.146.244.242,10.0.173.181,Russia,T1055,Open
INC01345,2024-01-14 11:14:00,Malware,5,56.200.50.89,10.0.252.119,India,T1081,Resolved
INC01346,2024-04-11 17:47:00,Ransomware,7,72.88.59.96,10.0.133.43,UK,T1566,Resolved
INC01347,2024-06-28 19:02:00,Brute Force,10,70.201.4.197,10.0.222.204,Germany,T1110,Resolved
INC01348,2024-04-22 16:44:00,Ransomware,4,118.158.249.107,10.0.21.141,France,T1110,Investigating
INC01349,2024-12-13 03:09:00,DDoS,8,14.155.25.181,10.0.145.177,Russia,T1566,Investigating
INC01350,2024-08-12 18:10:00,Insider Threat,6,91.239.99.196,10.0.123.7,Japan,T1110,Resolved
INC01351,2024-01-01 11:34:00,Brute Force,8,247.1.135.134,10.0.255.20,Japan,T1110,Open
INC01352,2024-03-02 09:32:00,Ransomware,5,110.79.20.7,10.0.111.172,Brazil,T1059,Resolved
INC01353,2024-08-10 09:33:00,Brute Force,9,168.175.95.178,10.0.37.13,Germany,T1204,Investigating
